DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
07/02/2002 11:00:00 PM,0890,false,false,1135,011,2,28,2002
07/02/2002 11:00:00 PM,0620,false,false,1712,017,39,13,2002
07/02/2002 11:00:00 PM,0820,false,false,0211,002,3,35,2002
07/02/2002 11:00:00 PM,0486,false,true,0314,003,20,42,2002
07/02/2002 11:00:00 PM,0460,false,false,1421,014,35,22,2002
07/02/2002 11:00:00 PM,0620,false,false,0922,009,11,59,2002
07/02/2002 11:00:00 PM,3960,false,false,1034,010,28,30,2002
07/02/2002 11:00:00 PM,0620,false,false,2312,019,46,3,2002
07/02/2002 11:00:00 PM,0820,false,false,0413,004,8,48,2002
07/02/2002 11:00:00 PM,0560,true,false,0524,005,34,53,2002
07/02/2002 11:00:00 PM,0810,false,false,0411,004,8,45,2002
07/02/2002 11:02:00 PM,0520,false,false,0924,009,11,60,2002
07/02/2002 11:04:44 PM,0320,false,false,2521,025,31,19,2002
07/02/2002 11:05:00 PM,0486,false,true,0523,005,9,53,2002
07/02/2002 11:05:00 PM,0470,true,false,1413,014,26,22,2002
07/02/2002 11:05:00 PM,0486,false,true,0834,008,13,70,2002
07/02/2002 11:06:08 PM,0460,false,false,2313,019,46,3,2002
07/02/2002 11:07:58 PM,1320,false,false,2514,025,31,19,2002
07/02/2002 11:08:00 PM,0499,false,true,0712,007,16,68,2002
07/02/2002 11:10:00 PM,0486,false,false,1111,011,37,23,2002
07/02/2002 11:10:00 PM,0326,false,false,1533,015,28,25,2002
07/02/2002 11:10:00 PM,0460,true,false,0312,003,20,42,2002
07/02/2002 11:10:02 PM,1305,true,false,1034,010,25,31,2002
07/02/2002 11:12:00 PM,1310,false,false,1111,011,37,23,2002
07/02/2002 11:13:00 PM,0486,false,true,1124,011,28,27,2002
07/02/2002 11:15:00 PM,2027,true,false,1822,018,32,8,2002
07/02/2002 11:19:39 PM,1320,false,false,0611,006,21,71,2002
07/02/2002 11:20:00 PM,0460,false,false,1824,018,42,8,2002
07/02/2002 11:25:00 PM,2027,true,false,0911,009,14,58,2002
07/02/2002 11:25:00 PM,0486,false,true,0713,007,16,67,2002
07/02/2002 11:25:00 PM,0460,false,true,2423,024,49,1,2002
07/02/2002 11:28:00 PM,041A,false,false,0824,008,14,63,2002
07/02/2002 11:30:00 PM,0430,false,false,0735,007,17,67,2002
07/02/2002 11:30:00 PM,0935,true,false,2232,022,34,49,2002
07/02/2002 11:30:00 PM,0460,false,false,1122,011,27,23,2002
07/02/2002 11:30:00 PM,0430,false,false,1531,015,28,25,2002
07/02/2002 11:30:00 PM,0610,true,false,1624,016,38,15,2002
07/02/2002 11:30:00 PM,0915,true,false,1013,010,22,30,2002
