DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
1/1/2013 0:01,1153,FALSE,FALSE,214,2,4,36,2013
1/1/2013 0:01,0920,FALSE,FALSE,623,6,6,69,2013
1/1/2013 0:01,1153,FALSE,FALSE,2513,25,29,25,2013
1/1/2013 0:01,1562,FALSE,TRUE,2222,22,21,71,2013
1/1/2013 0:01,1153,FALSE,FALSE,623,6,17,44,2013
1/1/2013 0:01,2820,FALSE,FALSE,1511,15,29,25,2013
1/1/2013 0:01,1153,FALSE,FALSE,834,8,18,70,2013
1/1/2013 0:01,0840,FALSE,FALSE,1522,15,29,25,2013
1/1/2013 0:01,1154,FALSE,FALSE,1532,15,28,25,2013
1/1/2013 0:01,2825,FALSE,TRUE,1023,10,28,29,2013
1/1/2013 0:01,0281,TRUE,FALSE,2534,25,27,23,2013
1/1/2013 0:01,0840,FALSE,FALSE,1532,15,28,25,2013
1/1/2013 0:01,0840,FALSE,FALSE,633,6,8,44,2013
1/1/2013 0:01,141A,TRUE,FALSE,624,6,6,69,2013
1/1/2013 0:01,1153,FALSE,FALSE,1614,16,41,10,2013
1/1/2013 0:01,0840,FALSE,FALSE,1733,17,35,16,2013
1/1/2013 0:01,1153,FALSE,FALSE,1611,16,41,9,2013
1/1/2013 0:01,0460,FALSE,FALSE,1824,18,42,8,2013
1/1/2013 0:01,1752,FALSE,FALSE,1013,10,22,30,2013
1/1/2013 0:01,1752,FALSE,FALSE,725,7,15,67,2013
1/1/2013 0:01,1752,FALSE,FALSE,2233,22,34,49,2013
1/1/2013 0:01,0620,FALSE,FALSE,1634,16,45,15,2013
1/1/2013 0:01,1752,FALSE,FALSE,2533,25,37,25,2013
1/1/2013 0:01,0840,FALSE,FALSE,1614,16,41,76,2013
1/1/2013 0:01,0265,FALSE,FALSE,1113,11,28,26,2013
1/1/2013 0:01,0560,FALSE,TRUE,1114,11,28,26,2013
1/1/2013 0:01,0820,FALSE,FALSE,1812,18,43,7,2013
1/1/2013 0:01,2825,FALSE,FALSE,1422,14,26,22,2013
1/1/2013 0:01,0810,FALSE,FALSE,2532,25,37,25,2013
1/1/2013 0:01,0842,FALSE,FALSE,314,3,20,42,2013
1/1/2013 0:01,0840,FALSE,FALSE,2212,22,19,72,2013
1/1/2013 0:01,0840,FALSE,FALSE,1233,12,2,28,2013
1/1/2013 0:01,1150,FALSE,FALSE,821,8,14,57,2013
1/1/2013 0:01,2820,FALSE,FALSE,915,9,11,34,2013
1/1/2013 0:01,0890,FALSE,FALSE,2222,22,21,73,2013
1/1/2013 0:01,1751,FALSE,FALSE,2413,24,50,2,2013
1/1/2013 0:01,0266,FALSE,FALSE,612,6,17,71,2013
1/1/2013 0:01,1752,FALSE,FALSE,1223,12,2,28,2013
1/1/2013 0:01,0840,FALSE,FALSE,1032,10,22,30,2013
1/1/2013 0:01,0841,FALSE,FALSE,1231,12,25,28,2013
1/1/2013 0:01,1752,FALSE,FALSE,1623,16,45,15,2013
1/1/2013 0:01,0620,FALSE,FALSE,2023,20,48,77,2013
1/1/2013 0:01,0266,FALSE,FALSE,1033,10,12,30,2013
1/1/2013 0:01,1562,FALSE,FALSE,711,7,20,68,2013
1/1/2013 0:01,0486,FALSE,TRUE,612,6,21,71,2013
1/1/2013 0:01,1754,FALSE,FALSE,825,8,15,66,2013
1/1/2013 0:01,0880,FALSE,FALSE,2525,25,30,22,2013
1/1/2013 0:01,0840,FALSE,FALSE,2411,24,50,2,2013
1/1/2013 0:01,1754,FALSE,FALSE,1434,14,32,22,2013
1/1/2013 0:05,0890,FALSE,FALSE,1935,19,43,7,2013
1/1/2013 0:05,143A,FALSE,FALSE,735,7,17,67,2013
1/1/2013 0:05,1310,FALSE,FALSE,123,1,2,32,2013
1/1/2013 0:08,1477,TRUE,FALSE,725,7,15,67,2013
1/1/2013 0:10,143A,TRUE,FALSE,932,9,16,61,2013
1/1/2013 0:10,143A,TRUE,FALSE,1523,15,28,25,2013
1/1/2013 0:10,1811,TRUE,FALSE,414,4,8,43,2013
1/1/2013 0:10,0910,FALSE,FALSE,1912,19,47,6,2013
1/1/2013 0:10,0486,FALSE,TRUE,713,7,16,67,2013
1/1/2013 0:12,143A,TRUE,FALSE,1821,18,27,8,2013
1/1/2013 0:12,143B,TRUE,FALSE,1524,15,37,25,2013
1/1/2013 0:13,141A,TRUE,FALSE,513,5,34,49,2013
1/1/2013 0:13,143C,TRUE,FALSE,421,4,7,43,2013
1/1/2013 0:14,143A,TRUE,FALSE,224,2,3,38,2013
1/1/2013 0:15,0320,FALSE,FALSE,1014,10,24,29,2013
1/1/2013 0:15,0486,FALSE,TRUE,2532,25,37,25,2013
1/1/2013 0:15,0460,FALSE,FALSE,1224,12,27,28,2013
1/1/2013 0:15,2830,FALSE,FALSE,911,9,12,58,2013
1/1/2013 0:18,1477,TRUE,FALSE,1413,14,26,22,2013
1/1/2013 0:18,1477,TRUE,FALSE,532,5,9,53,2013
1/1/2013 0:19,143A,FALSE,FALSE,924,9,3,61,2013
1/1/2013 0:20,0560,TRUE,TRUE,1712,17,40,13,2013
1/1/2013 0:20,0486,TRUE,TRUE,934,9,16,61,2013
1/1/2013 0:20,3730,TRUE,FALSE,1232,12,27,28,2013
1/1/2013 0:22,1365,TRUE,FALSE,1121,11,27,23,2013
1/1/2013 0:25,1310,FALSE,FALSE,834,8,18,70,2013
1/1/2013 0:25,2022,TRUE,FALSE,2514,25,30,19,2013
1/1/2013 0:30,0281,FALSE,TRUE,1121,11,27,23,2013
1/1/2013 0:30,1305,FALSE,FALSE,1034,10,25,31,2013
1/1/2013 0:30,0890,FALSE,FALSE,224,2,3,38,2013
1/1/2013 0:30,0460,FALSE,FALSE,234,2,4,41,2013
1/1/2013 0:30,1720,FALSE,TRUE,732,7,6,68,2013
1/1/2013 0:30,0460,FALSE,FALSE,1215,12,27,28,2013
1/1/2013 0:30,1310,TRUE,FALSE,1924,19,44,6,2013
1/1/2013 0:30,143A,TRUE,FALSE,726,7,15,67,2013
1/1/2013 0:30,5011,FALSE,FALSE,1411,14,1,21,2013
1/1/2013 0:30,0610,TRUE,FALSE,623,6,6,69,2013
1/1/2013 0:30,1310,FALSE,FALSE,321,3,5,69,2013
1/1/2013 0:30,5002,FALSE,FALSE,922,9,12,58,2013
1/1/2013 0:30,2820,FALSE,FALSE,424,4,10,46,2013
1/1/2013 0:30,031A,FALSE,FALSE,934,9,20,61,2013
1/1/2013 0:30,1210,FALSE,FALSE,111,1,42,32,2013
1/1/2013 0:30,0430,FALSE,FALSE,2522,25,31,19,2013
1/1/2013 0:34,2026,TRUE,FALSE,2533,25,37,25,2013
1/1/2013 0:34,143A,TRUE,FALSE,532,5,9,53,2013
1/1/2013 0:35,143A,TRUE,FALSE,421,4,7,43,2013
1/1/2013 0:37,143A,TRUE,FALSE,522,5,34,53,2013
1/1/2013 0:37,143A,TRUE,FALSE,632,6,8,44,2013
1/1/2013 0:39,143A,TRUE,FALSE,733,7,17,68,2013
1/1/2013 0:39,143A,TRUE,FALSE,935,9,3,37,2013
1/1/2013 0:40,1152,FALSE,FALSE,1831,18,42,8,2013
1/1/2013 0:40,0460,TRUE,FALSE,2033,20,46,3,2013
1/1/2013 0:40,0486,TRUE,TRUE,1014,10,24,29,2013
1/1/2013 0:42,0560,FALSE,FALSE,811,8,23,64,2013
1/1/2013 0:43,0486,TRUE,TRUE,711,7,3,68,2013
1/1/2013 0:45,0460,FALSE,FALSE,1834,18,42,8,2013
1/1/2013 0:45,0910,FALSE,FALSE,1712,17,39,14,2013
1/1/2013 0:45,0486,FALSE,TRUE,1123,11,28,27,2013
1/1/2013 0:45,0440,FALSE,FALSE,112,1,42,32,2013
1/1/2013 0:45,143A,TRUE,FALSE,523,5,9,53,2013
1/1/2013 0:48,143A,TRUE,FALSE,1524,15,28,25,2013
1/1/2013 0:50,0486,TRUE,TRUE,1834,18,42,8,2013
1/1/2013 0:50,0430,FALSE,FALSE,2514,25,30,19,2013
1/1/2013 0:55,0460,TRUE,FALSE,1811,18,43,7,2013
1/1/2013 0:55,1320,FALSE,FALSE,1623,16,45,15,2013
1/1/2013 1:00,0265,TRUE,TRUE,831,8,18,66,2013
1/1/2013 1:00,1563,FALSE,FALSE,1223,12,2,28,2013
1/1/2013 1:00,0281,FALSE,FALSE,324,3,5,43,2013
1/1/2013 1:00,1754,TRUE,TRUE,431,4,7,51,2013
1/1/2013 1:00,0486,FALSE,TRUE,1111,11,37,23,2013
1/1/2013 1:00,1751,FALSE,TRUE,412,4,8,45,2013
1/1/2013 1:00,0460,TRUE,FALSE,123,1,2,32,2013
1/1/2013 1:00,0486,FALSE,TRUE,1832,18,42,8,2013
1/1/2013 1:00,0820,FALSE,FALSE,2431,24,49,1,2013
1/1/2013 1:00,0620,FALSE,FALSE,1611,16,45,11,2013
1/1/2013 1:00,0430,FALSE,FALSE,1214,12,27,24,2013
1/1/2013 1:00,5002,FALSE,FALSE,832,8,17,66,2013
1/1/2013 1:00,0890,FALSE,FALSE,2515,25,30,19,2013
1/1/2013 1:00,0820,FALSE,FALSE,123,1,2,32,2013
1/1/2013 1:00,0486,FALSE,TRUE,1732,17,35,21,2013
1/1/2013 1:00,0890,FALSE,FALSE,1935,19,43,7,2013
1/1/2013 1:00,1310,FALSE,FALSE,834,8,18,70,2013
1/1/2013 1:00,0890,FALSE,FALSE,1924,19,44,6,2013
1/1/2013 1:00,0810,FALSE,FALSE,1925,19,44,6,2013
1/1/2013 1:00,0486,FALSE,TRUE,2023,20,48,77,2013
1/1/2013 1:00,0820,FALSE,FALSE,1432,14,32,22,2013
1/1/2013 1:00,0870,FALSE,FALSE,1831,18,42,8,2013
1/1/2013 1:00,0486,FALSE,TRUE,1222,12,2,27,2013
1/1/2013 1:00,0486,FALSE,TRUE,422,4,7,46,2013
1/1/2013 1:00,1320,FALSE,FALSE,814,8,23,56,2013
